landing_id,source_data_point_id,first_batch_recommended,priority_score,risk_level,landing_action,suggested_module,domain_label,topic,source_title,source_page,required_fields,trigger_conditions,expected_behavior,test_suggestion
landing-rule-0276,data-point-0276,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,•设计上下翻门时应在图纸中说明门板的开启方向及方式 •上下翻门做窄边框经典木门样式时，均为外盖，不可做内嵌门 •横向拉线上下翻门，柜门内嵌时，安装铰链的方向需留白至少20mm，以安装铰链 •上下翻门根据门板重量不同，两侧支撑数量会有变化（1,上下翻门说明,1,product_or_category | door_type | wall_or_install_condition,上下翻门说明有什么要求？ | •设计上下翻门时应在图纸中说明门板的开启方向及方式 •上下翻门做窄边框经典木门样式时，均为外盖，不可做内嵌门 •横向拉线上下翻门，柜门内嵌时，安装铰链的方向需留白至少20mm，以安装铰链 •上下翻门根据门板重量不同，两侧支撑数量会有变化（1怎么处理？ | 柜体里关于•设计上下翻门时应在图纸中说明门板的开启方向及方式 •上...怎么说？ | 用户问题或报价参数命中主题：•设计上下翻门时应在图纸中说明门板的开启方向及方式 •上下翻门做窄边框经典木门样式时，均为外盖，... | 用户问题或报价参数命中来源标题：上下翻门说明,当报价请求命中“•设计上下翻门时应在图纸中说明门板的开启方向及方式 •上下翻门做窄边框经典木门样式时...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•设计上下翻门时应在图纸中说明门板的开启方向及方式 •上下翻门做...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0278,data-point-0278,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,上翻回收门 •门长度≤1040mm，拼框门高度≤560mm •横纹平板上翻回收门（含展板回收门）高度≤500mm，门高＞450mm需要加中缝 •设计时应注意门高与柜体进深的关系，门高大于柜体进深时，应满足：门高-柜体进深≤1/4门高 •当上,上翻回收门,1,product_or_category | height | depth | length | material | door_type,上翻回收门有什么要求？ | 上翻回收门 •门长度≤1040mm，拼框门高度≤560mm •横纹平板上翻回收门（含展板回收门）高度≤500mm，门高＞450mm需要加中缝 •设计时应注意门高与柜体进深的关系，门高大于柜体进深时，应满足：门高-柜体进深≤1/4门高 •当上怎么处理？ | 柜体里关于上翻回收门 •门长度≤1040mm，拼框门高度≤560m...怎么说？ | 用户问题或报价参数命中主题：上翻回收门 •门长度≤1040mm，拼框门高度≤560mm •横纹平板上翻回收门（含展板回收门）... | 用户问题或报价参数命中来源标题：上翻回收门,当报价请求命中“上翻回收门 •门长度≤1040mm，拼框门高度≤560mm •横纹平板上翻回收门（含...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“上翻回收门 •门长度≤1040mm，拼框门高度≤560mm •横...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0293,data-point-0293,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,•错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体宽度，则梯柜一侧无需加腿称； •梯柜的一侧有柜体相邻时，梯柜和柜体之间有缝隙需要加封板，具体宽度根据实际情况自行决定，外露边角为R10的圆角； 左侧有等宽柜体支撑，右侧有等宽梯柜， 左,模块化儿童床设计要求,17,product_or_category | height | width | depth,模块化儿童床设计要求有什么要求？ | •错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体宽度，则梯柜一侧无需加腿称； •梯柜的一侧有柜体相邻时，梯柜和柜体之间有缝隙需要加封板，具体宽度根据实际情况自行决定，外露边角为R10的圆角； 左侧有等宽柜体支撑，右侧有等宽梯柜， 左怎么处理？ | 柜体里关于•错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体...怎么说？ | 用户问题或报价参数命中主题：•错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体宽度，则梯柜一侧无需加腿称； •梯柜的一... | 用户问题或报价参数命中来源标题：模块化儿童床设计要求,当报价请求命中“•错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体宽度，则梯柜一侧无需加腿称；...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体宽度，则...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0295,data-point-0295,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所有高架床及错层床上床底部无柜体时，上床离地高度h≤1450mm，床底有部分柜体支撑时，离地高度h≤1600mm，床底有床体等长等宽柜体 支撑时，离地高度h≤1800mm；设计时应注意上,模块化儿童床设计要求,19,product_or_category | height | width | length,模块化儿童床设计要求有什么要求？ | 床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所有高架床及错层床上床底部无柜体时，上床离地高度h≤1450mm，床底有部分柜体支撑时，离地高度h≤1600mm，床底有床体等长等宽柜体 支撑时，离地高度h≤1800mm；设计时应注意上怎么处理？ | 柜体里关于床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所...怎么说？ | 用户问题或报价参数命中主题：床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所有高架床及错层床上床底部无柜体时，上床离... | 用户问题或报价参数命中来源标题：模块化儿童床设计要求,当报价请求命中“床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所有高架床及错层床上床底部无柜...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所有高架床...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0501,data-point-0501,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,•为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考下页实物图与渲染图。 •图示为燕尾榫，该边角风格柜体默认为燕尾榫，不可做其他结构。 •外直角常用于组合柜体。 A B 外直角新古典圆边 A B 2626 26 26,常规边角风格,11,product_or_category,常规边角风格有什么要求？ | •为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考下页实物图与渲染图。 •图示为燕尾榫，该边角风格柜体默认为燕尾榫，不可做其他结构。 •外直角常用于组合柜体。 A B 外直角新古典圆边 A B 2626 26 26怎么处理？ | 柜体里关于•为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考...怎么说？ | 用户问题或报价参数命中主题：•为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考下页实物图与渲染图。 •图示为燕尾榫，该... | 用户问题或报价参数命中来源标题：常规边角风格,当报价请求命中“•为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考下页实物图与渲染图。 •图示...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考下页实物...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0828,data-point-0828,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜体、搁板之间也可以采用海棠角交接，不光 只有上下两个边可以做海棠角，最多可以四个边同时 做海棠角设计，但要注意：如果是抽屉是反弹开启时， 需预留反弹空间，所以反弹开启时的工艺会有略微区,海棠角设计与应用,2,product_or_category | wall_or_install_condition,海棠角设计与应用有什么要求？ | 海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜体、搁板之间也可以采用海棠角交接，不光 只有上下两个边可以做海棠角，最多可以四个边同时 做海棠角设计，但要注意：如果是抽屉是反弹开启时， 需预留反弹空间，所以反弹开启时的工艺会有略微区怎么处理？ | 柜体里关于海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜...怎么说？ | 用户问题或报价参数命中主题：海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜体、搁板之间也可以采用海棠角交接，不光... | 用户问题或报价参数命中来源标题：海棠角设计与应用,当报价请求命中“海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜体、搁板之间也可以采用海棠角...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜体、搁板...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0836,data-point-0836,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,•可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板之间安装可在地面完成，无需额外安装空间上下进深一致 的柜体，例如常规的书柜，衣柜，餐边柜； •不可做侧板通顶结构柜体有：侧板上下断开层板外露柜体；上下进深不一致的柜体；天地铰链铝框门柜,侧板通顶柜体设计应用,5,product_or_category | depth | wall_or_install_condition,侧板通顶柜体设计应用有什么要求？ | •可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板之间安装可在地面完成，无需额外安装空间上下进深一致 的柜体，例如常规的书柜，衣柜，餐边柜； •不可做侧板通顶结构柜体有：侧板上下断开层板外露柜体；上下进深不一致的柜体；天地铰链铝框门柜怎么处理？ | 柜体里关于•可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板...怎么说？ | 用户问题或报价参数命中主题：•可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板之间安装可在地面完成，无需额外安装空间上... | 用户问题或报价参数命中来源标题：侧板通顶柜体设计应用,当报价请求命中“•可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板之间安装可在地面完成，无需额...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板之间安装...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0845,data-point-0845,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,•图示为45°拼接结构，该样式边角不可做其他结构。 •使用该样式边角设计有门板的柜体时只能为普通门板的内嵌门。海棠边角-海棠角平边,海棠角边角风格,4,product_or_category | door_type,海棠角边角风格有什么要求？ | •图示为45°拼接结构，该样式边角不可做其他结构。 •使用该样式边角设计有门板的柜体时只能为普通门板的内嵌门。海棠边角-海棠角平边怎么处理？ | 柜体里关于•图示为45°拼接结构，该样式边角不可做其他结构。 •使...怎么说？ | 用户问题或报价参数命中主题：•图示为45°拼接结构，该样式边角不可做其他结构。 •使用该样式边角设计有门板的柜体时只能为普通... | 用户问题或报价参数命中来源标题：海棠角边角风格,当报价请求命中“•图示为45°拼接结构，该样式边角不可做其他结构。 •使用该样式边角设计有门板的柜体...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•图示为45°拼接结构，该样式边角不可做其他结构。 •使用该样式...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0847,data-point-0847,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家具与整装式家具。 •拆装式家具各零部件之间多采用各种连接件接合，可以多次拆卸和安装，如衣柜、书柜、床等。 •整装式家具各零部件之间多采用榫接合，不可拆装，如斗柜、床头柜、餐桌等。 •对,柜体分类说明,1,product_or_category | wall_or_install_condition,柜体分类说明有什么要求？ | 柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家具与整装式家具。 •拆装式家具各零部件之间多采用各种连接件接合，可以多次拆卸和安装，如衣柜、书柜、床等。 •整装式家具各零部件之间多采用榫接合，不可拆装，如斗柜、床头柜、餐桌等。 •对怎么处理？ | 柜体里关于柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家...怎么说？ | 用户问题或报价参数命中主题：柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家具与整装式家具。 •拆装式家具各零部件之... | 用户问题或报价参数命中来源标题：柜体分类说明,当报价请求命中“柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家具与整装式家具。 •拆装式家...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家具与整装...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0129,data-point-0129,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,门板,拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门 新古典格栅推拉门美式推拉门 单扇门宽≤1200mm 门宽＞650mm需加竖撑单扇门宽≤780mm 单扇门宽≤1200mm 门宽＞765mm需加竖撑单扇门宽≤1200mm 门宽＞650m,常规推拉门,6,product_or_category | width | material | door_type,常规推拉门有什么要求？ | 拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门 新古典格栅推拉门美式推拉门 单扇门宽≤1200mm 门宽＞650mm需加竖撑单扇门宽≤780mm 单扇门宽≤1200mm 门宽＞765mm需加竖撑单扇门宽≤1200mm 门宽＞650m怎么处理？ | 门板里关于拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门...怎么说？ | 用户问题或报价参数命中主题：拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门 新古典格栅推拉门美式推拉门 单扇门宽≤1... | 用户问题或报价参数命中来源标题：常规推拉门,当报价请求命中“拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门 新古典格栅推拉门美式推拉门...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门 新古典格...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0392,data-point-0392,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,门板,日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为固定扇不能活动 格栅门为两扇时均为活动扇，上侧格栅门下端默认加拉手拉手固 定 门 板,日式障子门,3,product_or_category | material | door_type,日式障子门有什么要求？ | 日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为固定扇不能活动 格栅门为两扇时均为活动扇，上侧格栅门下端默认加拉手拉手固 定 门 板怎么处理？ | 门板里关于日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为...怎么说？ | 用户问题或报价参数命中主题：日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为固定扇不能活动 格栅门为两扇时均为活动扇... | 用户问题或报价参数命中来源标题：日式障子门,当报价请求命中“日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为固定扇不能活动 格栅门为两扇...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为固定扇不...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0510,data-point-0510,no,69,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,门板,平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外盖 铰链称宽度≥80mm 常规铰链+铰链称 门板内嵌 铰链称宽度≥门厚+80mm以下为带门分组转角柜常见开门设计方法，设计时应注意柜门开启时是否与邻柜柜门拉手冲突。 平行铰链+铰链称,转角柜,4,product_or_category | width | door_type,转角柜有什么要求？ | 平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外盖 铰链称宽度≥80mm 常规铰链+铰链称 门板内嵌 铰链称宽度≥门厚+80mm以下为带门分组转角柜常见开门设计方法，设计时应注意柜门开启时是否与邻柜柜门拉手冲突。 平行铰链+铰链称怎么处理？ | 门板里关于平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外...怎么说？ | 用户问题或报价参数命中主题：平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外盖 铰链称宽度≥80mm 常规铰链+铰链... | 用户问题或报价参数命中来源标题：转角柜,当报价请求命中“平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外盖 铰链称宽度≥80mm 常...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外盖 铰链...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0006,data-point-0006,no,66,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,柜体,•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需备注，无备注默,洞洞板,1,product_or_category | length | material | quote_note,洞洞板有什么要求？ | •金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需备注，无备注默怎么处理？ | 柜体里关于•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或...怎么说？ | 用户问题或报价参数命中主题：•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需备注，无备注默 | 用户问题或报价参数命中来源标题：洞洞板,当报价请求命中“•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需备注，无备注默”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0265,data-point-0265,no,66,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,柜体,50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。,抽屉悬空解决方案,1,product_or_category | height | quote_note,抽屉悬空解决方案有什么要求？ | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。怎么处理？ | 柜体里关于50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意...怎么说？ | 用户问题或报价参数命中主题：50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 用户问题或报价参数命中来源标题：抽屉悬空解决方案,当报价请求命中“50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0266,data-point-0266,no,66,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,柜体,•外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，规格 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 （以2个抽屉悬空为例） •外置抽屉下方如果是开放区域（没有柜门），则使 用层板 开放柜体 加层板抽屉悬空,抽屉悬空解决方案,1,product_or_category | height | quote_note,抽屉悬空解决方案有什么要求？ | •外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，规格 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 （以2个抽屉悬空为例） •外置抽屉下方如果是开放区域（没有柜门），则使 用层板 开放柜体 加层板抽屉悬空怎么处理？ | 柜体里关于•外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，...怎么说？ | 用户问题或报价参数命中主题：•外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，规格 50*20mm，默认门盖拉条，如需... | 用户问题或报价参数命中来源标题：抽屉悬空解决方案,当报价请求命中“•外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，规格 50*20mm，默认门...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，规格 5...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0512,data-point-0512,no,66,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,柜体,•柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边 •爬梯滑轨安装板默认平板无造型，可做造型设计，选择增加造型时 需备注 •造型尺寸默认如右侧俯视图，槽间距默认6，可根据实际情况适当调 整，需要备注在合同中以及附有修改后的尺寸图纸 •注,书梯书柜,2,product_or_category | quote_note | wall_or_install_condition,书梯书柜有什么要求？ | •柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边 •爬梯滑轨安装板默认平板无造型，可做造型设计，选择增加造型时 需备注 •造型尺寸默认如右侧俯视图，槽间距默认6，可根据实际情况适当调 整，需要备注在合同中以及附有修改后的尺寸图纸 •注怎么处理？ | 柜体里关于•柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边...怎么说？ | 用户问题或报价参数命中主题：•柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边 •爬梯滑轨安装板默认平板无造型，可做造型... | 用户问题或报价参数命中来源标题：书梯书柜,当报价请求命中“•柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边 •爬梯滑轨安装板默认平板无造...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“•柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边 •爬梯滑...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0726,data-point-0726,no,66,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,桌椅,SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌长＞2000mm需考虑能否搬运及进入入户门，如不能， 则需在订单中注明此桌为拆装结构。 桌长＞2400mm为拆装结构，且需分段，在屉柜左右两侧做分段结构带屉定制款： 桌台长L≤1600,定制并立书桌,1,product_or_category | length,定制并立书桌有什么要求？ | SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌长＞2000mm需考虑能否搬运及进入入户门，如不能， 则需在订单中注明此桌为拆装结构。 桌长＞2400mm为拆装结构，且需分段，在屉柜左右两侧做分段结构带屉定制款： 桌台长L≤1600怎么处理？ | 桌椅里关于SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌...怎么说？ | 用户问题或报价参数命中主题：SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌长＞2000mm需考虑能否搬运及进入入户... | 用户问题或报价参数命中来源标题：定制并立书桌,当报价请求命中“SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌长＞2000mm需考虑能否搬...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌长＞20...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0005,data-point-0005,no,66,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,门板,黑/白板门 •门板类型：该门型为拼框门的一种，可做：平开门、推拉门、上下翻门； •珐琅板颜色：黑色哑光/白色哑光；两种颜色可选，下单需要备注 •门板结构：由木框+芯板+哑光搪瓷珐琅板组合而成；门厚22/26mm，按照拼框门厚度规则变化；珐琅,黑 白板门,1,product_or_category | material | door_type | quote_note,黑 白板门有什么要求？ | 黑/白板门 •门板类型：该门型为拼框门的一种，可做：平开门、推拉门、上下翻门； •珐琅板颜色：黑色哑光/白色哑光；两种颜色可选，下单需要备注 •门板结构：由木框+芯板+哑光搪瓷珐琅板组合而成；门厚22/26mm，按照拼框门厚度规则变化；珐琅怎么处理？ | 门板里关于黑/白板门 •门板类型：该门型为拼框门的一种，可做：平开...怎么说？ | 用户问题或报价参数命中主题：黑/白板门 •门板类型：该门型为拼框门的一种，可做：平开门、推拉门、上下翻门； •珐琅板颜色：黑... | 用户问题或报价参数命中来源标题：黑 白板门,当报价请求命中“黑/白板门 •门板类型：该门型为拼框门的一种，可做：平开门、推拉门、上下翻门； •珐...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“黑/白板门 •门板类型：该门型为拼框门的一种，可做：平开门、推拉...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0389,data-point-0389,no,66,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,门板,推拉门拉手 •拼框推拉门多使用扣手，也可以使用拉手，使用拉手时注意拉手在外侧门板上，内侧门板可做扣手或无扣手； •带阻尼的推拉门默认带居中全圆扣手，尺寸200×22mm，不要扣手或特殊扣手需备注及标注； •使用木轨道的推拉门因扣手尽头有缺口,常规推拉门,3,product_or_category | length | door_type | quote_note,常规推拉门有什么要求？ | 推拉门拉手 •拼框推拉门多使用扣手，也可以使用拉手，使用拉手时注意拉手在外侧门板上，内侧门板可做扣手或无扣手； •带阻尼的推拉门默认带居中全圆扣手，尺寸200×22mm，不要扣手或特殊扣手需备注及标注； •使用木轨道的推拉门因扣手尽头有缺口怎么处理？ | 门板里关于推拉门拉手 •拼框推拉门多使用扣手，也可以使用拉手，使用...怎么说？ | 用户问题或报价参数命中主题：推拉门拉手 •拼框推拉门多使用扣手，也可以使用拉手，使用拉手时注意拉手在外侧门板上，内侧门板可做... | 用户问题或报价参数命中来源标题：常规推拉门,当报价请求命中“推拉门拉手 •拼框推拉门多使用扣手，也可以使用拉手，使用拉手时注意拉手在外侧门板上，...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“推拉门拉手 •拼框推拉门多使用扣手，也可以使用拉手，使用拉手时注...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0442,data-point-0442,no,63,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,桌椅,CZ-02 斜腿餐桌 CZ-07 岩板餐桌 标准款： 1600*800*780 1800*900*780订制款： 长度≤2100mm 宽度≤900mm L尺寸要求 S上腿径X下腿径ZS左右上边距ZX左右下边距QS前后上边距QX前后下边距H横,斜腿桌系列,1,product_or_category | width | length | material,斜腿桌系列有什么要求？ | CZ-02 斜腿餐桌 CZ-07 岩板餐桌 标准款： 1600*800*780 1800*900*780订制款： 长度≤2100mm 宽度≤900mm L尺寸要求 S上腿径X下腿径ZS左右上边距ZX左右下边距QS前后上边距QX前后下边距H横怎么处理？ | 桌椅里关于CZ-02 斜腿餐桌 CZ-07 岩板餐桌 标准款： 1...怎么说？ | 用户问题或报价参数命中主题：CZ-02 斜腿餐桌 CZ-07 岩板餐桌 标准款： 1600*800*780 1800*900... | 用户问题或报价参数命中来源标题：斜腿桌系列,当报价请求命中“CZ-02 斜腿餐桌 CZ-07 岩板餐桌 标准款： 1600*800*780 18...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“CZ-02 斜腿餐桌 CZ-07 岩板餐桌 标准款： 1600*...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
